Wave number (cm-1),Transmitance (%),,
,PB made with 25 g rice bran,PB made with 50 g rice bran,PB made with 100 g rice bran
2446.845,-0.05791,-0.10265,-0.03172
2447.327,-0.06022,-0.10208,-0.03203
2447.81,-0.06236,-0.10156,-0.03232
2448.292,-0.06415,-0.10107,-0.03258
2448.774,-0.06547,-0.10061,-0.03278
2449.256,-0.06627,-0.10013,-0.03292
2449.738,-0.06656,-0.0996,-0.03303
2450.22,-0.06637,-0.09901,-0.03314
2450.702,-0.06571,-0.09838,-0.03328
2451.185,-0.06466,-0.09771,-0.03349
2451.667,-0.06324,-0.09705,-0.03379
2452.149,-0.06154,-0.09637,-0.03416
2452.631,-0.05963,-0.09565,-0.03457
2453.113,-0.05768,-0.09483,-0.03493
2453.595,-0.05581,-0.09389,-0.03516
2454.077,-0.05413,-0.09283,-0.03513
2454.56,-0.05268,-0.09173,-0.03477
2455.042,-0.05146,-0.09065,-0.03404
2455.524,-0.05041,-0.0897,-0.03294
2456.006,-0.04944,-0.089,-0.03153
2456.488,-0.04844,-0.08858,-0.02992
2456.97,-0.04737,-0.08849,-0.02818
2457.452,-0.04617,-0.08871,-0.02644
2457.935,-0.04484,-0.08918,-0.02472
2458.417,-0.04334,-0.08988,-0.02305
2458.899,-0.04166,-0.09074,-0.02143
2459.381,-0.03977,-0.09174,-0.01988
2459.863,-0.03765,-0.09282,-0.01841
2460.345,-0.0353,-0.09393,-0.01709
2460.827,-0.03273,-0.09498,-0.01596
2461.309,-0.03004,-0.09587,-0.01503
2461.792,-0.0273,-0.09651,-0.01427
2462.274,-0.02461,-0.09687,-0.01358
2462.756,-0.02208,-0.09691,-0.01287
2463.238,-0.01975,-0.0967,-0.01205
2463.72,-0.01765,-0.09629,-0.01108
2464.202,-0.01578,-0.09578,-0.00998
2464.684,-0.0141,-0.09521,-0.00887
2465.167,-0.0126,-0.09464,-0.00788
2465.649,-0.01119,-0.09404,-0.00715
2466.131,-0.0098,-0.09334,-0.00675
2466.613,-0.00836,-0.09247,-0.00667
2467.095,-0.00681,-0.09135,-0.00683
2467.577,-0.0051,-0.08996,-0.00711
2468.059,-0.00321,-0.0883,-0.00738
2468.542,-0.00117,-0.08642,-0.00753
2.47E+03,9.40E-04,-0.08442,-0.00753
2469.506,0.00305,-0.08243,-0.00736
2469.988,0.00506,-0.08061,-0.00702
2470.47,0.0069,-0.07906,-0.00653
2470.952,0.00852,-0.07785,-0.00588
2471.434,0.00989,-0.077,-0.00509
2471.917,0.01103,-0.07643,-0.0042
2472.399,0.01199,-0.07602,-0.00324
2472.881,0.01284,-0.0756,-0.00229
2473.363,0.01365,-0.07501,-0.00141
2473.845,0.01451,-0.07413,-6.66E-04
2474.327,0.01552,-0.07287,-6.46E-05
2474.809,0.0167,-0.07122,3.97E-04
2475.292,0.01806,-0.06924,7.81E-04
2475.773,0.01954,-0.06705,0.0011
2476.256,0.02108,-0.06477,0.00141
2476.738,0.02255,-0.06255,0.0017
2477.22,0.02388,-0.06053,0.00194
2477.702,0.02518,-0.05884,0.00208
2478.184,0.02636,-0.05758,0.00213
2478.666,0.02745,-0.05676,0.0021
2479.148,0.02852,-0.05637,0.00206
2479.631,0.02964,-0.0563,0.00209
2480.113,0.03085,-0.0564,0.00228
2480.595,0.03212,-0.05655,0.00265
2481.077,0.03342,-0.0566,0.00319
2481.559,0.0347,-0.05646,0.00386
2482.041,0.03595,-0.0561,0.00457
2482.523,0.03717,-0.05557,0.00522
2483.006,0.03838,-0.05492,0.00576
2483.488,0.03962,-0.05427,0.00612
2483.97,0.04091,-0.05369,0.00631
2484.452,0.04226,-0.05321,0.00638
2484.934,0.04362,-0.05287,0.00637
2485.416,0.04493,-0.05265,0.00636
2485.898,0.0461,-0.0525,0.00639
2486.381,0.0471,-0.05243,0.0065
2486.863,0.04787,-0.05238,0.00667
2487.345,0.04837,-0.05232,0.00683
2487.827,0.04859,-0.05222,0.00692
2488.309,0.04853,-0.05208,0.00682
2488.791,0.04823,-0.0519,0.00646
2489.273,0.04775,-0.05173,0.00581
2489.756,0.04715,-0.05163,0.0049
2490.238,0.04653,-0.05166,0.00382
2490.72,0.04599,-0.05186,0.0027
2491.202,0.04558,-0.05222,0.0017
2491.684,0.04533,-0.05271,9.35E-04
2492.166,0.0452,-0.05323,4.76E-04
2492.648,0.04516,-0.05366,3.28E-04
2493.13,0.04511,-0.0539,4.79E-04
2493.613,0.045,-0.0539,8.73E-04
2494.095,0.04477,-0.05366,0.00147
2494.577,0.04436,-0.05323,0.00224
2495.059,0.04375,-0.05251,0.00312
2495.541,0.04289,-0.05134,0.00406
2496.023,0.04176,-0.05023,0.00497
2496.505,0.04033,-0.0492,0.0057
2496.988,0.03865,-0.04829,0.00612
2497.47,0.03681,-0.04752,0.00614
2497.952,0.03495,-0.0469,0.00569
2498.434,0.03326,-0.04646,0.00484
2498.916,0.03191,-0.04624,0.00373
2499.398,0.03102,-0.04626,0.00255
2499.88,0.03063,-0.04652,0.00151
2500.363,0.03066,-0.047,7.76E-04
2500.845,0.03099,-0.04763,4.18E-04
2501.327,0.03143,-0.04835,4.09E-04
2501.809,0.03185,-0.04903,6.70E-04
2502.291,0.03217,-0.04958,0.00107
2502.773,0.03237,-0.04991,0.00146
2503.255,0.0325,-0.04991,0.00171
2503.738,0.03263,-0.04956,0.00173
2504.22,0.03284,-0.04882,0.00144
2504.702,0.03316,-0.04775,8.31E-04
2505.184,0.0336,-0.04641,-6.80E-05
2505.666,0.03413,-0.04492,-0.00121
2506.148,0.03468,-0.04345,-0.00248
2506.63,0.03519,-0.04211,-0.00376
2507.113,0.03559,-0.04101,-0.00497
2507.594,0.03583,-0.04024,-0.00601
2508.077,0.03588,-0.0398,-0.00686
2508.559,0.03571,-0.03965,-0.00753
2509.041,0.03532,-0.03975,-0.00809
2509.523,0.03472,-0.03998,-0.00861
2510.005,0.03396,-0.04027,-0.00916
2510.487,0.03306,-0.04053,-0.00974
2510.969,0.03204,-0.04062,-0.01032
2511.452,0.03093,-0.04046,-0.01082
2511.934,0.02975,-0.03999,-0.01115
2512.416,0.02854,-0.03919,-0.0113
2512.898,0.02736,-0.03806,-0.01127
2513.38,0.02631,-0.03667,-0.01111
2513.862,0.02547,-0.03516,-0.01093
2514.344,0.02498,-0.03362,-0.01085
2514.827,0.02488,-0.03221,-0.01093
2515.309,0.02519,-0.03099,-0.01125
2515.791,0.02581,-0.03004,-0.01178
2516.273,0.02663,-0.02933,-0.01246
2516.755,0.02748,-0.02882,-0.0132
2517.237,0.02817,-0.02844,-0.01391
2517.719,0.02855,-0.02809,-0.01452
2518.202,0.02854,-0.02771,-0.01497
2518.684,0.02812,-0.02722,-0.0153
2519.166,0.02731,-0.02662,-0.01552
2519.648,0.02621,-0.02589,-0.01569
2520.13,0.02492,-0.02513,-0.0159
2520.612,0.02362,-0.02448,-0.01619
2521.094,0.02246,-0.02407,-0.01659
2521.577,0.02161,-0.02407,-0.01712
2522.059,0.02119,-0.02459,-0.01772
2522.541,0.02127,-0.02568,-0.01834
2523.023,0.02186,-0.02722,-0.01891
2523.505,0.02286,-0.02905,-0.01938
2523.987,0.02414,-0.03094,-0.01971
2524.469,0.02551,-0.03261,-0.01993
2524.951,0.02684,-0.03388,-0.02006
2525.434,0.02802,-0.03459,-0.02014
2525.916,0.029,-0.03476,-0.0202
2526.398,0.0298,-0.03441,-0.02025
2526.88,0.03046,-0.0337,-0.02027
2527.362,0.03104,-0.03275,-0.02025
2527.844,0.03157,-0.03173,-0.02014
2528.326,0.03205,-0.03075,-0.01993
2528.809,0.03254,-0.02987,-0.01961
2529.291,0.03302,-0.02914,-0.01918
2529.773,0.03355,-0.02855,-0.01866
2530.255,0.03417,-0.02807,-0.01805
2530.737,0.03488,-0.02762,-0.01734
2531.219,0.03572,-0.02716,-0.01655
2531.701,0.03661,-0.02663,-0.01568
2532.184,0.03745,-0.02595,-0.01477
2532.666,0.03809,-0.02511,-0.01391
2533.148,0.0384,-0.02413,-0.01319
2533.63,0.0383,-0.02304,-0.01273
2534.112,0.03778,-0.02189,-0.01263
2534.594,0.03691,-0.02075,-0.01296
2535.076,0.03582,-0.01971,-0.01371
2535.559,0.0347,-0.0188,-0.01481
2536.041,0.0337,-0.01809,-0.01614
2536.523,0.03293,-0.0176,-0.01752
2537.005,0.03243,-0.01733,-0.01876
2537.487,0.03214,-0.01721,-0.0197
2537.969,0.03199,-0.01717,-0.02025
2538.451,0.03184,-0.01711,-0.02035
2538.934,0.03157,-0.0169,-0.02006
2539.416,0.03111,-0.01645,-0.01949
2539.898,0.03047,-0.01574,-0.01877
2540.38,0.02971,-0.01481,-0.01803
2540.862,0.02895,-0.01371,-0.01741
2541.344,0.0283,-0.01259,-0.01696
2541.826,0.02791,-0.01157,-0.01672
2542.308,0.02782,-0.01071,-0.01666
2542.791,0.02802,-0.01004,-0.01672
2543.273,0.02847,-0.00957,-0.01681
2543.755,0.02905,-0.00922,-0.01687
2544.237,0.02969,-0.00894,-0.01685
2544.719,0.0303,-0.00874,-0.01677
2545.201,0.03084,-0.00858,-0.01665
2545.683,0.03126,-0.00853,-0.01653
2546.166,0.03155,-0.00861,-0.01647
2546.648,0.03164,-0.00888,-0.01654
2547.13,0.03145,-0.00932,-0.01675
2547.612,0.03089,-0.0099,-0.01713
2548.094,0.02986,-0.01058,-0.01761
2548.576,0.02835,-0.01129,-0.01814
2549.058,0.02638,-0.01197,-0.01863
2549.541,0.02408,-0.0126,-0.01898
2550.023,0.0216,-0.01314,-0.01917
2550.505,0.01916,-0.01355,-0.01916
2550.987,0.01698,-0.01385,-0.01898
2551.469,0.01518,-0.01404,-0.01868
2551.951,0.01388,-0.01412,-0.01833
2552.433,0.0131,-0.01412,-0.01799
2552.916,0.01282,-0.01405,-0.01769
2553.398,0.01298,-0.01391,-0.01746
2553.88,0.01348,-0.01363,-0.01728
2554.362,0.0142,-0.01318,-0.01716
2554.844,0.01503,-0.01248,-0.0171
2555.326,0.01583,-0.01148,-0.01715
2555.808,0.0165,-0.01016,-0.01738
2556.291,0.01696,-0.00859,-0.01785
2556.772,0.0172,-0.00691,-0.01864
2557.255,0.01725,-0.00527,-0.01975
2557.737,0.0172,-0.00383,-0.02115
2558.219,0.01714,-0.00276,-0.02276
2558.701,0.01714,-0.00212,-0.02446
2559.183,0.01727,-0.00193,-0.02616
2559.665,0.01751,-0.00216,-0.02777
2560.147,0.01778,-0.00269,-0.02924
2560.63,0.01801,-0.00344,-0.03056
2561.112,0.01809,-0.0043,-0.03175
2561.594,0.01799,-0.00513,-0.03286
2562.076,0.0177,-0.00584,-0.03396
2562.558,0.01726,-0.00634,-0.03507
2563.04,0.01673,-0.00655,-0.03625
2563.522,0.01621,-0.00646,-0.03753
2564.005,0.01578,-0.00609,-0.03894
2564.487,0.01547,-0.00552,-0.04046
2564.969,0.01532,-0.00485,-0.04211
2565.451,0.01535,-0.00418,-0.04381
2565.933,0.01555,-0.00362,-0.04548
2566.415,0.01594,-0.00318,-0.04701
2566.897,0.0165,-0.00285,-0.04827
2567.38,0.01724,-0.00261,-0.04915
2567.862,0.01814,-0.00241,-0.04959
2568.344,0.01916,-0.00223,-0.04955
2568.826,0.02022,-0.00208,-0.04907
2569.308,0.02123,-0.00204,-0.04822
2569.79,0.0221,-0.00212,-0.0471
2570.272,0.02271,-0.00238,-0.04584
2570.755,0.02298,-0.00281,-0.04455
2571.237,0.02291,-0.0034,-0.04334
2571.719,0.02249,-0.00406,-0.04228
2572.201,0.02183,-0.00478,-0.04142
2572.683,0.02103,-0.00553,-0.04078
2573.165,0.02021,-0.00632,-0.04034
2573.647,0.01946,-0.00718,-0.04009
2574.129,0.01883,-0.00813,-0.04001
2574.612,0.01831,-0.00912,-0.04006
2575.094,0.01784,-0.01011,-0.0402
2575.576,0.01737,-0.01099,-0.04039
2576.058,0.01681,-0.0117,-0.04061
2576.54,0.01614,-0.01215,-0.04084
2577.022,0.01536,-0.01237,-0.04109
2577.504,0.01449,-0.01238,-0.04136
2577.987,0.01362,-0.01231,-0.04167
2578.469,0.01278,-0.01229,-0.04205
2578.951,0.01204,-0.01243,-0.0425
2579.433,0.01144,-0.01277,-0.04305
2579.915,0.01102,-0.01334,-0.04366
2580.397,0.01086,-0.01409,-0.04429
2580.879,0.01101,-0.01494,-0.04491
2581.362,0.01155,-0.01582,-0.04547
2581.844,0.01253,-0.01667,-0.04595
2582.326,0.01398,-0.01744,-0.04639
2582.808,0.01585,-0.01812,-0.04685
2583.29,0.01803,-0.01887,-0.04713
2583.772,0.02034,-0.01965,-0.04741
2584.254,0.02257,-0.02044,-0.04797
2584.737,0.02453,-0.02125,-0.04885
2585.219,0.02605,-0.0221,-0.0501
2585.701,0.02701,-0.02301,-0.05168
2586.183,0.02738,-0.02398,-0.05353
2586.665,0.02716,-0.02501,-0.0556
2587.147,0.02644,-0.02609,-0.05781
2587.629,0.0253,-0.02722,-0.06007
2588.112,0.02384,-0.02839,-0.06234
2588.594,0.02216,-0.02958,-0.06453
2589.076,0.02036,-0.03076,-0.06659
2589.558,0.01857,-0.03188,-0.06845
2590.04,0.01687,-0.0329,-0.07004
2590.522,0.01534,-0.03376,-0.07131
2591.004,0.01405,-0.03443,-0.07225
2591.486,0.01299,-0.03488,-0.07284
2591.969,0.01215,-0.03516,-0.07314
2592.451,0.01146,-0.03528,-0.07317
2592.933,0.01086,-0.03534,-0.07304
2593.415,0.01028,-0.03541,-0.07284
2593.897,0.00966,-0.0356,-0.07264
2594.379,0.009,-0.03598,-0.07256
2594.861,0.00829,-0.0366,-0.07264
2595.344,0.00758,-0.0375,-0.07291
2595.826,0.0069,-0.03867,-0.07336
2596.308,0.00626,-0.04007,-0.07393
2596.79,0.00566,-0.04164,-0.07456
2597.272,0.00504,-0.04332,-0.07516
2597.754,0.00439,-0.04505,-0.07563
2598.236,0.00362,-0.04674,-0.07595
2598.719,0.00269,-0.04839,-0.07611
2599.201,0.00156,-0.04997,-0.07619
2.60E+03,2.13E-04,-0.0515,-0.07626
2600.165,-0.00135,-0.05297,-0.07641
2600.647,-0.0031,-0.05441,-0.07675
2601.129,-0.005,-0.05578,-0.07733
2601.611,-0.00699,-0.05706,-0.07817
2602.094,-0.009,-0.05818,-0.07928
2602.576,-0.01096,-0.05907,-0.08064
2603.058,-0.0128,-0.05967,-0.08224
2603.54,-0.0145,-0.05991,-0.08408
2604.022,-0.01598,-0.05983,-0.08614
2604.504,-0.01725,-0.05944,-0.08841
2604.986,-0.01832,-0.05887,-0.09086
2605.469,-0.01921,-0.05821,-0.09341
2605.95,-0.01996,-0.05763,-0.09599
2606.433,-0.02056,-0.05722,-0.09847
2606.915,-0.02104,-0.05708,-0.10076
2607.397,-0.02139,-0.05723,-0.1028
2607.879,-0.02163,-0.05765,-0.10458
2608.361,-0.02171,-0.05831,-0.10612
2608.843,-0.02168,-0.05915,-0.1075
2609.325,-0.02155,-0.0601,-0.1088
2609.808,-0.02137,-0.06115,-0.11008
2610.29,-0.02121,-0.0623,-0.11141
2610.772,-0.0211,-0.06356,-0.11278
2611.254,-0.02113,-0.06493,-0.1142
2611.736,-0.02133,-0.06641,-0.11562
2612.218,-0.02175,-0.06793,-0.11702
2612.7,-0.02238,-0.06943,-0.1184
2613.183,-0.02323,-0.07077,-0.11974
2613.665,-0.0243,-0.07189,-0.12107
2614.147,-0.02557,-0.07269,-0.12237
2614.629,-0.02698,-0.07317,-0.12363
2615.111,-0.02851,-0.07337,-0.12486
2615.593,-0.03012,-0.07334,-0.126
2616.075,-0.03179,-0.07321,-0.12701
2616.558,-0.03345,-0.07307,-0.12787
2617.04,-0.03506,-0.07304,-0.12854
2617.522,-0.0366,-0.07317,-0.12903
2618.004,-0.03802,-0.07351,-0.12932
2618.486,-0.03928,-0.07407,-0.12941
2618.968,-0.04036,-0.07482,-0.12934
2619.45,-0.04124,-0.07573,-0.12912
2619.933,-0.04193,-0.07672,-0.12877
2620.415,-0.04243,-0.07773,-0.12836
2620.897,-0.04276,-0.07866,-0.12794
2621.379,-0.04292,-0.07949,-0.12757
2621.861,-0.04292,-0.08019,-0.12731
2622.343,-0.04276,-0.08077,-0.1272
2622.825,-0.04248,-0.08131,-0.12724
2623.307,-0.04208,-0.08185,-0.12745
2623.79,-0.04165,-0.08248,-0.12776
2624.272,-0.04127,-0.08318,-0.12813
2624.754,-0.04104,-0.08395,-0.1285
2625.236,-0.04105,-0.08472,-0.12883
2625.718,-0.04132,-0.08543,-0.12914
2626.2,-0.04185,-0.08604,-0.12945
2626.682,-0.0426,-0.0865,-0.12982
2627.165,-0.04347,-0.08686,-0.13032
2627.647,-0.04434,-0.08713,-0.131
2628.129,-0.04514,-0.08738,-0.1319
2628.611,-0.04582,-0.0876,-0.13301
2629.093,-0.0464,-0.0878,-0.13427
2629.575,-0.0469,-0.08796,-0.13566
2630.057,-0.04738,-0.08802,-0.1371
2630.54,-0.04789,-0.088,-0.13853
2631.022,-0.04844,-0.08793,-0.13993
2631.504,-0.04905,-0.08785,-0.14128
2631.986,-0.04965,-0.08783,-0.14257
2632.468,-0.05021,-0.08794,-0.14379
2632.95,-0.05068,-0.08821,-0.14493
2633.432,-0.05104,-0.08865,-0.14598
2633.915,-0.05128,-0.08923,-0.14691
2634.397,-0.05142,-0.08993,-0.14773
2634.879,-0.0515,-0.09073,-0.14843
2635.361,-0.05156,-0.09159,-0.14901
2635.843,-0.05168,-0.09255,-0.14953
2636.325,-0.05186,-0.09361,-0.14999
2636.807,-0.05217,-0.09478,-0.15041
2637.29,-0.0526,-0.09605,-0.15078
2637.771,-0.05315,-0.09741,-0.15108
2638.254,-0.05376,-0.09879,-0.15127
2638.736,-0.05438,-0.10016,-0.15132
2639.218,-0.05495,-0.10147,-0.1512
2639.7,-0.05542,-0.10265,-0.15095
2640.182,-0.05577,-0.10369,-0.1506
2640.664,-0.05602,-0.10453,-0.15021
2641.146,-0.05619,-0.10515,-0.14982
2641.629,-0.05634,-0.1055,-0.14951
2642.111,-0.05653,-0.1056,-0.14927
2642.593,-0.05677,-0.10543,-0.14913
2643.075,-0.05706,-0.105,-0.14902
2643.557,-0.05739,-0.10439,-0.14889
2644.039,-0.05773,-0.10364,-0.14872
2644.521,-0.058,-0.10281,-0.14844
2645.004,-0.05818,-0.10194,-0.14806
2645.486,-0.05823,-0.10109,-0.14757
2645.968,-0.05814,-0.10026,-0.14698
2646.45,-0.05791,-0.09951,-0.14633
2646.932,-0.05752,-0.09883,-0.14561
2647.414,-0.05697,-0.09823,-0.14483
2647.896,-0.05628,-0.09774,-0.144
2648.379,-0.05545,-0.09732,-0.1431
2648.861,-0.05452,-0.09699,-0.14218
2649.343,-0.0535,-0.09668,-0.14125
2649.825,-0.05242,-0.09639,-0.14035
2650.307,-0.05131,-0.09605,-0.13952
2650.789,-0.05021,-0.09562,-0.13882
2651.271,-0.04911,-0.09509,-0.13824
2651.754,-0.04802,-0.09445,-0.13781
2652.236,-0.04695,-0.09374,-0.13749
2652.718,-0.04588,-0.09295,-0.13724
2653.2,-0.04481,-0.09214,-0.13701
2653.682,-0.04374,-0.09133,-0.1367
2654.164,-0.04268,-0.09056,-0.13628
2654.646,-0.04165,-0.08984,-0.13571
2655.128,-0.04066,-0.08917,-0.13493
2655.611,-0.03975,-0.08855,-0.13396
2656.093,-0.03894,-0.08796,-0.13282
2656.575,-0.03824,-0.08737,-0.13155
2657.057,-0.03766,-0.08677,-0.13021
2657.539,-0.03714,-0.08616,-0.12886
2658.021,-0.03664,-0.08554,-0.12757
2658.503,-0.03609,-0.08492,-0.12637
2658.986,-0.03545,-0.08431,-0.12529
2659.468,-0.03468,-0.08374,-0.12432
2659.95,-0.03377,-0.08318,-0.12343
2660.432,-0.03276,-0.0826,-0.12258
2660.914,-0.0317,-0.08197,-0.12172
2661.396,-0.03068,-0.08124,-0.12081
2661.878,-0.02972,-0.0804,-0.1198
2662.361,-0.02885,-0.07945,-0.1187
2662.843,-0.02807,-0.07846,-0.11751
2663.325,-0.02734,-0.07748,-0.11625
2663.807,-0.02659,-0.0766,-0.11496
2664.289,-0.02574,-0.07589,-0.11364
2664.771,-0.02475,-0.07537,-0.11236
2665.253,-0.02361,-0.07506,-0.11112
2665.736,-0.02231,-0.0749,-0.10994
2666.218,-0.02087,-0.07486,-0.10886
2666.7,-0.01935,-0.07486,-0.10785
2667.182,-0.0178,-0.07487,-0.10692
2667.664,-0.01629,-0.07485,-0.10605
2668.146,-0.01484,-0.07479,-0.10518
2668.628,-0.01349,-0.0747,-0.10432
2669.111,-0.01226,-0.07458,-0.10342
2669.593,-0.01115,-0.07442,-0.1025
2670.075,-0.01018,-0.07419,-0.10157
2670.557,-0.00929,-0.07387,-0.10063
2671.039,-0.00848,-0.0734,-0.09972
2671.521,-0.0077,-0.07274,-0.09884
2672.003,-0.00696,-0.07188,-0.09797
2672.485,-0.00622,-0.07081,-0.09713
2672.968,-0.00549,-0.06957,-0.09627
2673.45,-0.00477,-0.06819,-0.0954
2673.932,-0.0041,-0.06677,-0.09449
2674.414,-0.00347,-0.06536,-0.09355
2674.896,-0.00289,-0.06404,-0.09262
2675.378,-0.00236,-0.06287,-0.09172
2675.86,-0.00186,-0.06188,-0.09086
2676.343,-0.0014,-0.06109,-0.09005
2.68E+03,-9.48E-04,-0.06047,-0.08927
2.68E+03,-5.10E-04,-0.06003,-0.0885
2.68E+03,-7.28E-05,-0.05971,-0.08769
2.68E+03,3.65E-04,-0.0595,-0.08679
2.68E+03,8.02E-04,-0.05937,-0.0858
2679.235,0.00125,-0.05927,-0.08469
2679.718,0.00173,-0.05921,-0.08346
2680.2,0.00223,-0.05917,-0.08214
2680.682,0.00276,-0.05911,-0.08077
2681.164,0.00334,-0.05901,-0.07939
2681.646,0.00395,-0.05887,-0.07806
2682.128,0.00458,-0.05869,-0.07682
2682.61,0.0052,-0.05846,-0.07569
2683.093,0.00577,-0.05822,-0.07468
2683.575,0.00627,-0.05801,-0.07374
2684.057,0.00666,-0.05786,-0.07283
2684.539,0.00691,-0.05776,-0.07186
2685.021,0.00702,-0.05771,-0.07076
2685.503,0.007,-0.05764,-0.06948
2685.985,0.00688,-0.05751,-0.06801
2686.468,0.00669,-0.05724,-0.06635
2686.949,0.00647,-0.05679,-0.0646
2687.432,0.00626,-0.05615,-0.06281
2687.914,0.00607,-0.05535,-0.0611
2688.396,0.00591,-0.05446,-0.05953
2688.878,0.00579,-0.05356,-0.05813
2689.36,0.00569,-0.05278,-0.05697
2689.842,0.00562,-0.05217,-0.05602
2690.324,0.00558,-0.05177,-0.05525
2690.807,0.00558,-0.05158,-0.05466
2691.289,0.00563,-0.05157,-0.05417
2691.771,0.00574,-0.05168,-0.05376
2692.253,0.00589,-0.05181,-0.05338
2692.735,0.00608,-0.05194,-0.05298
2693.217,0.00627,-0.05199,-0.05257
2693.699,0.00647,-0.05199,-0.0521
2694.182,0.00664,-0.05192,-0.05158
2694.664,0.0068,-0.05185,-0.05102
2695.146,0.00697,-0.0518,-0.05041
2695.628,0.00718,-0.05177,-0.04976
2696.11,0.00746,-0.05179,-0.04906
2696.592,0.00783,-0.05179,-0.04828
2697.074,0.00828,-0.05176,-0.04745
2697.557,0.00876,-0.05161,-0.04655
2698.039,0.00923,-0.05131,-0.04563
2698.521,0.00963,-0.05081,-0.04472
2699.003,0.00992,-0.05012,-0.04386
2699.485,0.01004,-0.04926,-0.04307
2699.967,0.00997,-0.04826,-0.04236
2700.449,0.00975,-0.04719,-0.04172
2700.932,0.00939,-0.04607,-0.04108
2701.414,0.00895,-0.04493,-0.04044
2701.896,0.00848,-0.04374,-0.03974
2702.378,0.00807,-0.04251,-0.03899
2702.86,0.00778,-0.04121,-0.03821
2703.342,0.00764,-0.03984,-0.0374
2703.824,0.00768,-0.03845,-0.0366
2704.306,0.00791,-0.03707,-0.03582
2704.789,0.0083,-0.03579,-0.03505
2705.271,0.00881,-0.03467,-0.03431
2705.753,0.00938,-0.03377,-0.03358
2706.235,0.00996,-0.03312,-0.03292
2706.717,0.01052,-0.03273,-0.03234
2707.199,0.01103,-0.03258,-0.03186
2707.681,0.01148,-0.03259,-0.03153
2708.164,0.01185,-0.03274,-0.0313
2708.646,0.01214,-0.03293,-0.03114
2709.128,0.01238,-0.03313,-0.03094
2709.61,0.01257,-0.03325,-0.03063
2710.092,0.01272,-0.0333,-0.03017
2710.574,0.01283,-0.03327,-0.02955
2711.056,0.01291,-0.03316,-0.02883
2711.539,0.01297,-0.03301,-0.02814
2712.021,0.01297,-0.03287,-0.02758
2712.503,0.01291,-0.03275,-0.0273
2712.985,0.01273,-0.03264,-0.02736
2713.467,0.01245,-0.03253,-0.02775
2713.949,0.01203,-0.03238,-0.02843
2714.431,0.01146,-0.03217,-0.0293
2714.914,0.01075,-0.03189,-0.03023
2715.396,0.00992,-0.03154,-0.0311
2715.878,0.00902,-0.03114,-0.0318
2716.36,0.00807,-0.03071,-0.03229
2716.842,0.00711,-0.03028,-0.03254
2717.324,0.00622,-0.02982,-0.0326
2717.806,0.00541,-0.02934,-0.03249
2718.289,0.00475,-0.02877,-0.03233
2718.771,0.00426,-0.02811,-0.03218
2719.253,0.00396,-0.02732,-0.0321
2719.735,0.00384,-0.02645,-0.03214
2720.217,0.00387,-0.02555,-0.03227
2720.699,0.00398,-0.02468,-0.03251
2721.181,0.00408,-0.02393,-0.03279
2721.663,0.00414,-0.02336,-0.03308
2722.146,0.00409,-0.02301,-0.03334
2722.628,0.00393,-0.02286,-0.03355
2723.11,0.00369,-0.0229,-0.03369
2723.592,0.0034,-0.02307,-0.03376
2724.074,0.00313,-0.0233,-0.03371
2724.556,0.00291,-0.02356,-0.03354
2725.038,0.00275,-0.02376,-0.03324
2725.521,0.00265,-0.02389,-0.03279
2726.003,0.00258,-0.0239,-0.03225
2726.485,0.00253,-0.02378,-0.03163
2726.967,0.00248,-0.02354,-0.03102
2727.449,0.00241,-0.0232,-0.03047
2727.931,0.00234,-0.0228,-0.02999
2728.413,0.00228,-0.02235,-0.02963
2728.896,0.00221,-0.0219,-0.02934
2729.378,0.00211,-0.02145,-0.02914
2729.86,0.00194,-0.02101,-0.02899
2730.342,0.00169,-0.02058,-0.02888
2730.824,0.00132,-0.02019,-0.02886
2.73E+03,8.37E-04,-0.01985,-0.02892
2.73E+03,2.64E-04,-0.01958,-0.02907
2.73E+03,-3.26E-04,-0.01941,-0.02932
2.73E+03,-8.99E-04,-0.01936,-0.02959
2733.235,-0.00138,-0.0194,-0.02986
2733.717,-0.00172,-0.01947,-0.03007
2734.199,-0.00193,-0.01956,-0.03018
2734.681,-0.002,-0.01961,-0.03032
2735.163,-0.00197,-0.01961,-0.03065
2735.646,-0.00189,-0.0196,-0.03098
2736.127,-0.00184,-0.01963,-0.03137
2736.61,-0.00184,-0.01975,-0.03182
2737.092,-0.00196,-0.02,-0.03235
2737.574,-0.00219,-0.0204,-0.03294
2738.056,-0.00254,-0.02094,-0.03358
2738.538,-0.003,-0.02159,-0.03424
2739.02,-0.00351,-0.02229,-0.03489
2739.502,-0.00405,-0.023,-0.03552
2739.985,-0.00459,-0.02368,-0.03608
2740.467,-0.00514,-0.02436,-0.03655
2740.949,-0.00567,-0.02501,-0.03689
2741.431,-0.00618,-0.02562,-0.03705
2741.913,-0.00666,-0.0262,-0.03703
2742.395,-0.00711,-0.02673,-0.03686
2742.877,-0.00746,-0.02719,-0.0366
2743.36,-0.00771,-0.02757,-0.03634
2743.842,-0.00784,-0.02789,-0.03616
2744.324,-0.00784,-0.02816,-0.03613
2744.806,-0.00774,-0.02839,-0.03622
2745.288,-0.00756,-0.02864,-0.03644
2745.77,-0.00734,-0.02889,-0.03671
2746.252,-0.00709,-0.02917,-0.03698
2746.735,-0.00683,-0.02946,-0.03718
